carat,cut,color,clarity,depth_pctg,table,price,length,width,depth
1.5,Very Good,D,VS2,62.4,57.0,17153,7.2,7.25,4.51
0.42,Premium,E,VS1,62.1,55.0,1181,4.85,4.81,3.0
0.77,Very Good,G,VS1,60.9,55.0,3243,5.9,5.96,3.61
0.37,Ideal,E,VS1,61.4,55.0,1087,4.62,4.66,2.85
1.03,Premium,E,SI2,61.8,56.0,4730,6.5,6.47,4.01
0.78,Ideal,H,SI1,61.1,57.0,2616,5.9,5.94,3.62
0.32,Ideal,H,SI1,61.0,56.6,471,4.4,4.43,2.7
1.17,Ideal,F,SI1,61.1,56.0,6828,6.77,6.82,4.15
0.44,Premium,G,VVS2,61.3,60.0,1081,4.88,4.94,3.01
1.19,Ideal,F,VS2,62.0,57.0,8265,6.76,6.78,4.2
0.32,Ideal,I,VVS1,61.9,55.0,589,4.39,4.4,2.72
0.31,Premium,I,VS1,59.2,60.0,489,4.4,4.45,2.62
2.0,Good,J,VS1,62.4,58.0,14973,8.01,8.08,5.02
1.01,Fair,F,VS2,69.0,61.0,6041,6.06,5.99,4.16
0.5,Ideal,I,VS1,62.2,55.0,1282,5.07,5.11,3.16
0.51,Ideal,G,VVS2,61.8,56.0,1974,5.16,5.1,3.17
1.07,Very Good,E,SI2,61.7,58.0,5304,6.54,6.56,4.04
0.52,Ideal,H,VVS1,61.7,56.0,1625,5.17,5.2,3.19
0.32,Ideal,H,VVS1,62.9,57.0,936,4.38,4.33,2.74
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18
1.04,Ideal,E,VVS2,62.9,55.0,10019,6.47,6.51,4.08
0.32,Premium,D,SI1,60.8,58.0,756,4.44,4.41,2.69
0.9,Premium,E,VS2,62.2,59.0,4500,6.18,6.13,3.83
1.08,Premium,E,VS2,59.4,59.0,7548,6.71,6.68,3.98
0.51,Ideal,G,VS2,62.3,54.0,1660,5.17,5.12,3.21
0.23,Very Good,F,VVS2,60.4,61.0,505,3.93,3.95,2.38
0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8
0.34,Ideal,D,VS2,62.4,53.0,805,4.49,4.52,2.81
0.53,Ideal,H,VVS1,61.3,56.0,1781,5.21,5.23,3.2
0.3,Ideal,G,VVS2,62.2,54.0,819,4.33,4.29,2.68
1.0,Very Good,E,SI2,61.9,59.0,4311,6.39,6.43,3.97
0.31,Ideal,D,VS2,61.5,56.0,942,4.36,4.35,2.68
0.5,Premium,F,VVS2,62.3,58.0,2160,5.11,5.06,3.17
0.34,Ideal,H,VVS2,61.1,56.0,852,4.52,4.55,2.77
0.7,Good,H,SI1,60.2,64.0,2176,5.72,5.65,3.42
0.77,Ideal,D,VS1,62.3,56.0,4407,5.83,5.89,3.65
2.14,Premium,G,SI2,60.4,59.0,17673,8.38,8.32,5.04
0.33,Ideal,G,VVS1,62.4,56.0,820,4.41,4.45,2.76
0.92,Premium,D,SI2,62.4,58.0,4096,6.19,6.18,3.86
0.59,Premium,D,SI1,62.8,57.0,1835,5.38,5.32,3.36
2.02,Premium,E,SI2,61.0,59.0,18117,8.18,8.12,4.97
0.9,Good,H,VS2,63.6,58.0,3881,6.11,6.09,3.88
1.01,Good,E,SI1,64.3,59.0,5379,6.23,6.28,4.02
0.73,Ideal,G,VS2,61.6,56.0,3595,5.8,5.83,3.58
0.32,Premium,H,VVS2,61.0,58.0,828,4.44,4.41,2.7
0.34,Premium,G,VS2,61.8,58.0,765,4.5,4.47,2.77
0.3,Premium,H,VVS1,62.3,58.0,684,4.29,4.32,2.68
0.58,Ideal,H,VVS1,62.1,53.6,1961,5.35,5.38,3.34
1.47,Premium,I,SI2,61.6,59.0,6403,7.29,7.32,4.5
0.78,Fair,G,SI2,64.9,55.2,2401,5.75,5.82,3.76
1.03,Very Good,E,SI1,61.3,60.0,5010,6.51,6.53,4.0
1.2,Premium,F,SI1,60.1,59.0,7282,6.92,6.85,4.14
1.19,Premium,G,VS2,61.9,58.0,7389,6.86,6.74,4.21
0.4,Very Good,E,SI1,62.2,62.0,687,4.66,4.69,2.91
1.01,Very Good,G,SI1,62.9,61.0,4588,6.36,6.4,4.01
0.51,Good,G,VS2,63.9,56.0,1343,5.07,5.1,3.25
1.4,Very Good,F,SI2,59.9,60.0,7345,7.29,7.38,4.44
0.7,Good,F,SI1,63.8,60.0,2423,5.63,5.6,3.58
1.01,Good,D,SI2,57.6,62.0,4338,6.66,6.56,3.81
1.2,Premium,I,SI1,62.6,59.0,5712,6.85,6.79,4.27
1.0,Good,F,SI2,60.6,62.0,3672,6.36,6.45,3.88
2.05,Very Good,G,SI1,63.4,58.0,12515,8.03,7.96,5.07
1.29,Good,F,SI1,63.8,60.0,7828,6.9,6.86,4.39
1.01,Premium,F,SI2,58.3,58.0,3897,6.56,6.55,3.82
1.01,Good,F,SI1,60.5,64.0,4989,6.48,6.45,3.91
0.6,Premium,E,VS2,62.7,58.0,1819,5.34,5.37,3.36
1.6,Premium,J,VS1,61.3,59.0,8870,7.49,7.52,4.6
1.0,Fair,I,SI2,66.8,56.0,2743,6.22,6.12,4.13
1.51,Very Good,J,VS2,62.8,59.0,7418,7.2,7.28,4.55
1.02,Ideal,I,SI1,62.0,56.0,4738,6.44,6.46,4.0
1.2,Ideal,H,VS2,62.0,56.0,6666,6.86,6.81,4.24
0.32,Premium,F,VS2,61.3,60.0,645,4.37,4.4,2.69
0.61,Very Good,H,VVS2,61.4,57.0,1970,5.46,5.5,3.36
0.7,Very Good,E,VS1,63.4,62.0,2695,5.64,5.56,3.55
0.33,Ideal,E,VS2,62.1,56.0,723,4.4,4.45,2.75
1.01,Very Good,E,SI1,59.5,60.0,5224,6.49,6.55,3.88
0.71,Very Good,H,SI2,63.2,58.0,2259,5.63,5.67,3.57
1.51,Very Good,H,VS2,62.4,55.6,12108,7.28,7.33,4.56
0.33,Premium,D,SI2,60.7,56.0,631,4.46,4.43,2.7
0.3,Very Good,G,VS1,62.4,58.0,605,4.22,4.24,2.64
1.32,Ideal,E,VS2,62.0,56.0,10919,7.02,7.07,4.37
0.71,Ideal,F,SI2,62.1,54.0,2365,5.72,5.74,3.56
0.32,Ideal,G,IF,62.3,54.0,883,4.39,4.4,2.74
0.9,Good,F,SI2,65.9,60.0,3465,5.98,6.01,3.95
2.32,Premium,I,SI1,61.2,58.0,18026,8.57,8.52,5.23
0.71,Very Good,E,VS1,61.8,56.0,3059,5.74,5.78,3.56
1.21,Ideal,H,SI1,62.9,57.0,4249,6.78,6.74,4.25
0.42,Good,G,SI1,63.2,57.0,737,4.77,4.79,3.02
1.0,Very Good,D,SI2,61.6,58.0,4543,6.37,6.45,3.95
0.63,Premium,E,VS1,60.5,57.0,3675,5.58,5.53,3.36
0.27,Ideal,I,VS1,62.1,54.0,432,4.16,4.18,2.59
1.04,Very Good,H,SI1,58.9,63.0,4484,6.59,6.55,3.87
0.54,Ideal,G,VVS2,62.1,56.0,2090,5.22,5.19,3.23
0.35,Ideal,I,IF,61.1,56.0,715,4.56,4.6,2.8
2.0,Premium,I,VS2,58.6,62.0,16068,8.2,8.17,4.8
0.74,Ideal,F,VS1,61.7,56.0,3845,5.79,5.87,3.6
1.0,Premium,F,VS2,61.3,59.0,5347,6.39,6.35,3.9
0.36,Ideal,F,VVS1,61.0,55.0,1028,4.6,4.62,2.81
0.71,Premium,E,SI1,60.3,60.0,2674,5.77,5.74,3.47
3.01,Fair,I,SI2,65.8,56.0,18242,8.99,8.94,5.9
0.51,Ideal,F,SI1,61.5,55.0,1580,5.13,5.18,3.17
0.72,Ideal,F,VS2,61.9,54.0,2568,5.77,5.74,3.56
1.6,Premium,I,SI1,60.3,59.0,8808,7.56,7.61,4.57
0.34,Premium,D,SI2,60.7,61.0,650,4.51,4.45,2.72
0.65,Ideal,E,SI1,61.8,55.0,1862,5.57,5.6,3.45
0.35,Ideal,F,VS2,62.6,56.0,706,4.49,4.52,2.82
0.58,Ideal,D,SI2,61.2,57.0,1342,5.36,5.4,3.29
0.71,Very Good,I,SI1,62.6,63.0,1883,5.61,5.54,3.49
1.05,Premium,G,VS2,62.5,55.0,5927,6.59,6.54,4.1
0.7,Premium,G,SI2,62.5,62.0,1814,5.58,5.56,3.48
0.78,Premium,D,SI1,60.9,55.0,3145,6.0,5.93,3.63
0.4,Ideal,G,VVS2,61.1,57.0,915,4.72,4.78,2.9
0.82,Very Good,H,SI1,63.6,56.0,2908,5.9,5.95,3.77
0.36,Ideal,G,IF,61.5,56.0,985,4.59,4.62,2.83
0.7,Very Good,F,SI1,61.8,58.0,2230,5.67,5.72,3.52
0.58,Ideal,D,VVS1,62.2,56.0,3741,5.34,5.36,3.33
1.28,Premium,H,SI2,62.0,57.0,6164,7.0,6.94,4.32
1.18,Ideal,D,I1,61.5,62.0,3886,6.88,6.73,4.19
1.02,Very Good,F,VVS2,62.9,59.0,8940,6.37,6.42,4.02
0.32,Good,D,SI2,63.7,56.0,477,4.33,4.34,2.76
0.53,Ideal,G,VVS1,62.1,56.0,1958,5.19,5.21,3.23
0.31,Very Good,D,SI1,63.1,57.0,732,4.32,4.3,2.72
0.31,Very Good,E,VVS1,61.2,61.0,763,4.33,4.36,2.66
0.73,Very Good,G,SI1,61.5,59.0,2402,5.76,5.81,3.56
1.01,Premium,F,VS2,60.8,58.0,6330,6.44,6.49,3.93
0.31,Very Good,G,VS1,63.0,57.0,625,4.28,4.32,2.71
1.46,Very Good,J,VS2,59.7,59.0,7358,7.36,7.39,4.4
0.71,Very Good,F,SI1,62.1,58.0,2221,5.64,5.72,3.53
0.4,Very Good,D,VS1,64.0,57.0,995,4.66,4.69,2.99
0.72,Premium,G,SI2,62.6,60.0,2115,5.7,5.65,3.55
0.31,Premium,G,SI1,61.4,58.0,593,4.35,4.31,2.66
0.46,Premium,D,VS2,60.9,58.0,1388,4.97,4.94,3.02
0.25,Very Good,F,VS1,59.6,56.0,436,4.13,4.16,2.47
0.91,Good,H,VS2,62.7,62.0,3979,6.11,6.21,3.86
0.36,Premium,H,VVS2,60.6,58.0,932,4.6,4.58,2.78
0.34,Premium,I,VVS1,60.5,59.0,803,4.54,4.48,2.73
0.71,Very Good,E,SI1,60.0,56.0,3122,5.85,5.78,3.49
0.3,Ideal,H,VS1,61.6,55.0,526,4.27,4.3,2.64
0.7,Premium,G,SI1,61.5,58.0,2010,5.69,5.76,3.52
1.07,Ideal,H,SI2,62.8,56.0,4899,6.5,6.56,4.1
0.71,Premium,E,VS2,62.1,59.0,2735,5.72,5.68,3.54
1.17,Ideal,D,SI2,62.5,56.0,5412,6.77,6.7,4.21
1.0,Premium,F,VS2,59.9,59.0,5864,6.46,6.42,3.86
0.63,Premium,E,SI1,58.8,59.0,1846,5.68,5.62,3.32
0.72,Very Good,H,SI1,63.0,58.0,2198,5.68,5.71,3.59
1.01,Good,F,SI1,63.3,58.0,4479,6.31,6.4,4.02
0.33,Very Good,I,IF,59.0,61.0,694,4.49,4.56,2.67
0.37,Very Good,D,VS1,61.1,58.0,820,4.66,4.7,2.86
0.44,Premium,F,VS1,61.9,59.0,1081,4.84,4.88,3.01
1.57,Ideal,H,SI2,60.7,57.0,9298,7.49,7.54,4.56
0.31,Ideal,I,VS2,62.1,53.7,447,4.37,4.4,2.72
0.94,Ideal,E,SI2,60.9,57.0,4366,6.34,6.36,3.87
0.7,Very Good,F,VS2,62.1,58.0,2400,5.68,5.72,3.54
0.75,Very Good,F,VS1,62.3,57.0,3270,5.83,5.88,3.65
0.34,Premium,H,VVS1,61.2,60.0,995,4.5,4.46,2.74
0.8,Ideal,G,SI2,62.0,56.0,2517,5.98,5.92,3.69
0.39,Good,E,VS1,57.8,58.0,1082,4.86,4.9,2.82
1.08,Very Good,F,VS2,63.1,57.0,6319,6.56,6.5,4.12
1.01,Very Good,G,SI1,59.6,61.0,4588,6.47,6.52,3.87
0.55,Ideal,D,VS2,61.4,57.0,1928,5.27,5.31,3.25
0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49
1.24,Ideal,F,VS2,61.6,54.0,9569,6.95,6.91,4.27
0.37,Ideal,D,VVS2,62.4,56.0,857,4.56,4.64,2.87
1.0,Very Good,I,SI2,60.8,63.0,3276,6.41,6.34,3.88
0.82,Ideal,E,SI2,62.2,57.0,3012,6.0,5.97,3.72
0.93,Fair,G,SI1,64.4,57.0,3358,6.14,6.09,3.94
1.17,Very Good,H,VS2,59.6,59.0,5585,6.84,6.88,4.09
1.58,Premium,G,VS1,60.8,58.0,11380,7.58,7.52,4.59
1.86,Premium,H,SI2,62.3,57.0,11520,7.85,7.82,4.88
0.51,Very Good,E,SI1,63.5,54.0,1443,5.1,5.07,3.23
1.35,Premium,H,VS2,62.2,56.0,8062,7.13,7.08,4.42
0.51,Very Good,G,VS1,62.4,60.0,1752,5.05,5.08,3.16
0.31,Very Good,G,VVS1,62.8,57.0,761,4.3,4.33,2.71
0.95,Premium,J,VVS2,62.6,59.0,3669,6.23,6.26,3.91
1.04,Very Good,G,SI1,61.8,59.0,5070,6.49,6.55,4.03
0.9,Premium,G,SI2,60.4,58.0,3445,6.25,6.3,3.79
2.0,Ideal,I,SI1,62.8,56.0,15043,8.04,7.95,5.02
1.1,Ideal,G,SI2,62.1,58.0,5361,6.61,6.63,4.11
1.5,Good,I,VS2,57.8,60.0,8702,7.54,7.5,4.35
0.51,Premium,F,VVS2,62.3,58.0,2056,5.1,5.08,3.17
0.51,Very Good,D,VS2,60.1,59.0,1877,5.16,5.19,3.11
0.7,Ideal,H,SI1,61.2,56.0,2184,5.69,5.74,3.5
0.34,Premium,D,VVS2,60.1,58.0,1052,4.55,4.53,2.73
0.32,Ideal,E,VS2,61.4,56.0,599,4.41,4.45,2.72
1.01,Very Good,E,SI1,63.4,58.0,5684,6.32,6.37,4.02
0.91,Premium,H,VS2,61.8,60.0,4238,6.22,6.18,3.83
1.34,Premium,G,VVS2,61.3,58.0,11118,7.16,7.1,4.37
0.24,Very Good,G,VVS1,62.3,59.0,432,3.92,3.95,2.45
1.01,Premium,F,VS2,61.1,59.0,6097,6.44,6.35,3.91
1.15,Ideal,I,VS1,61.3,56.0,5930,6.74,6.76,4.14
1.13,Ideal,G,VVS2,62.3,57.0,9333,6.62,6.66,4.14
0.72,Very Good,E,VVS2,61.3,60.0,3495,5.73,5.76,3.52
0.25,Ideal,H,VVS1,62.4,55.0,525,4.04,4.08,2.53
1.05,Very Good,E,VS1,63.1,59.0,7969,6.49,6.45,4.08
0.43,Premium,F,VVS1,60.3,58.0,1358,4.88,4.91,2.95
0.91,Ideal,E,SI1,61.2,58.0,4513,6.24,6.3,3.84
2.01,Premium,H,SI1,62.7,59.0,17849,8.08,8.03,5.05
0.32,Ideal,G,VS1,62.1,55.0,828,4.41,4.38,2.73
0.7,Premium,E,VS2,60.9,59.0,2697,5.71,5.68,3.47
1.18,Ideal,H,SI1,61.5,57.0,6440,6.78,6.82,4.18
1.17,Ideal,F,SI1,63.0,54.0,5032,6.71,6.66,4.21
0.35,Good,J,SI1,63.3,56.0,409,4.5,4.53,2.86
1.0,Premium,D,VS1,62.7,62.0,7812,6.23,6.21,3.9
0.3,Very Good,H,VVS2,60.8,58.0,605,4.34,4.37,2.65
0.41,Ideal,D,VVS2,62.5,57.0,1105,4.72,4.75,2.96
0.31,Ideal,G,VVS1,61.3,60.0,710,4.33,4.38,2.67
0.53,Very Good,F,VS2,63.4,56.0,1636,5.16,5.13,3.26
0.31,Ideal,G,VVS1,60.9,55.0,789,4.4,4.43,2.69
1.07,Good,E,SI2,60.0,62.0,4453,6.57,6.62,3.96
0.4,Good,D,VS2,63.2,57.0,786,4.65,4.71,2.96
1.05,Premium,E,VS2,62.1,58.0,6930,6.5,6.54,4.05
1.71,Premium,H,VS2,59.2,61.0,10084,7.83,7.77,4.62
0.51,Good,F,SI1,64.2,59.0,1406,5.04,5.02,3.23
1.29,Premium,I,SI1,62.1,58.0,6140,7.07,6.91,4.34
0.78,Ideal,F,VS1,61.6,56.0,3537,5.9,5.92,3.64
1.5,Premium,J,SI2,61.3,59.0,5351,7.38,7.33,4.51
0.24,Ideal,G,VS1,62.3,57.0,436,3.99,4.02,2.49
1.01,Very Good,F,VS2,62.8,57.0,7258,6.34,6.44,4.01
0.32,Ideal,H,VVS1,61.6,56.0,730,4.39,4.41,2.71
1.27,Ideal,J,VVS2,62.2,54.0,6430,6.92,6.98,4.32
0.73,Ideal,G,VS1,61.6,57.0,3033,5.76,5.79,3.56
0.54,Ideal,I,VS1,61.2,58.0,1304,5.24,5.29,3.22
0.41,Ideal,E,VS2,62.3,56.0,999,4.77,4.74,2.96
0.5,Premium,H,VS1,62.7,59.0,1253,5.03,4.98,3.14
0.45,Fair,G,VS1,66.3,56.0,1027,4.82,4.65,3.14
1.04,Good,J,SI2,63.8,56.0,3204,6.36,6.32,4.05
1.22,Premium,F,VS2,62.3,57.0,8731,6.84,6.8,4.25
1.03,Good,F,SI2,57.7,63.0,4095,6.68,6.64,3.84
1.56,Ideal,G,VVS2,62.3,54.0,15609,7.41,7.45,4.63
2.24,Ideal,H,SI2,61.4,56.0,16300,8.38,8.43,5.16
0.31,Ideal,E,VS2,61.7,56.0,872,4.35,4.31,2.67
0.51,Fair,E,SI1,55.8,61.0,1340,5.43,5.35,3.01
0.78,Ideal,E,SI1,62.1,58.0,3146,5.86,5.9,3.65
2.0,Fair,F,I1,66.1,57.0,6532,7.84,7.7,5.14
2.0,Ideal,F,I1,60.3,56.0,10685,8.27,8.16,4.94
1.72,Ideal,E,I1,62.2,55.0,7802,7.7,7.67,4.78
0.31,Ideal,E,VS2,62.8,57.0,872,4.37,4.33,2.73
1.54,Premium,H,VS2,61.0,60.0,11177,7.46,7.42,4.54
1.5,Fair,H,SI1,65.9,56.0,7211,7.11,7.04,4.66
0.43,Ideal,E,SI2,61.9,57.0,716,4.83,4.86,3.0
1.01,Premium,G,SI1,61.3,59.0,5006,6.48,6.44,3.96
1.12,Very Good,D,SI1,59.9,57.0,6132,6.76,6.8,4.06
0.32,Good,I,SI2,63.1,58.0,374,4.34,4.41,2.76
0.27,Very Good,D,VS2,62.0,57.0,470,4.11,4.15,2.56
0.43,Ideal,H,VS2,60.7,55.0,857,4.96,4.89,2.99
0.39,Very Good,E,SI1,59.1,59.0,670,4.76,4.81,2.83
2.39,Ideal,I,VS2,62.2,55.0,17955,8.58,8.56,5.33
1.03,Ideal,F,SI1,61.3,56.0,6059,6.51,6.55,4.0
1.2,Very Good,I,SI1,62.6,58.2,5280,6.71,6.74,4.21
2.1,Ideal,H,SI2,63.1,55.0,18462,8.17,8.13,5.14
0.71,Ideal,E,SI2,61.2,57.0,2619,5.75,5.78,3.53
0.32,Ideal,H,SI2,61.9,54.0,420,4.42,4.46,2.75
1.12,Ideal,J,SI2,62.5,57.0,4325,6.63,6.59,4.13
1.52,Premium,G,VS2,60.9,61.0,12738,7.41,7.38,4.5
0.32,Ideal,G,IF,62.2,54.0,918,4.42,4.45,2.76
1.64,Premium,H,SI1,59.2,58.0,10874,7.76,7.68,4.57
1.03,Ideal,D,SI1,62.4,57.0,5653,6.47,6.44,4.03
0.53,Ideal,D,VVS1,62.5,54.0,2905,5.16,5.21,3.24
1.18,Very Good,D,I1,61.5,62.0,3816,6.73,6.88,4.19
0.4,Ideal,H,SI1,62.2,55.0,1031,4.72,4.76,2.95
1.0,Premium,F,SI2,61.7,58.0,3858,6.36,6.32,3.91
0.71,Very Good,F,SI1,61.9,57.0,2404,5.72,5.79,3.56
0.4,Very Good,E,SI1,62.9,58.0,707,4.71,4.74,2.97
0.5,Ideal,E,SI1,60.8,57.0,1410,5.09,5.14,3.11
0.3,Ideal,F,VVS1,62.1,55.0,868,4.31,4.32,2.68
0.43,Ideal,F,VVS1,62.3,55.0,1358,4.85,4.88,3.03
0.9,Ideal,F,SI1,61.5,56.0,4284,6.25,6.2,3.83
0.74,Ideal,H,VS2,62.2,55.0,3178,5.83,5.81,3.62
0.7,Very Good,H,SI1,60.4,61.0,2296,5.68,5.77,3.46
1.21,Ideal,F,VS1,62.2,54.9,8629,6.79,6.84,4.24
0.56,Ideal,E,VVS2,60.9,56.0,2696,5.4,5.33,3.27
1.56,Premium,J,VS1,61.3,59.0,7144,7.54,7.49,4.61
0.36,Premium,F,SI1,61.6,60.0,600,4.54,4.61,2.82
1.04,Premium,E,SI2,61.6,59.0,3392,6.51,6.47,4.0
1.2,Very Good,F,SI1,63.5,57.0,6872,6.65,6.74,4.25
0.37,Very Good,E,VS1,62.0,56.0,925,4.59,4.63,2.86
0.3,Very Good,G,VVS1,63.1,58.0,1013,4.31,4.28,2.71
1.01,Ideal,G,SI1,61.5,56.0,4129,6.52,6.46,3.99
0.33,Ideal,G,VS1,61.9,55.0,854,4.44,4.41,2.74
1.01,Good,G,SI1,58.4,61.0,5051,6.51,6.61,3.83
0.5,Ideal,D,SI2,62.8,56.0,1243,5.06,5.03,3.17
0.71,Very Good,F,SI1,61.8,58.0,2436,5.72,5.81,3.56
0.37,Ideal,I,VVS2,61.9,54.0,632,4.62,4.66,2.87
1.21,Good,I,VS2,64.1,61.0,5028,6.7,6.66,4.28
0.43,Very Good,G,VS1,59.3,58.0,998,4.97,5.02,2.96
0.52,Good,I,SI1,63.3,55.0,978,5.1,5.13,3.24
1.5,Ideal,F,VS2,62.4,55.0,14199,7.31,7.25,4.54
0.58,Ideal,E,VS2,61.1,57.0,1884,5.39,5.41,3.3
1.07,Good,G,SI1,63.1,59.0,4861,6.45,6.49,4.08
0.7,Good,I,SI1,63.6,55.0,1995,5.62,5.58,3.56
0.3,Premium,G,VVS2,60.8,58.0,684,4.34,4.38,2.65
1.22,Ideal,G,VS1,62.2,56.0,9292,6.88,6.85,4.27
0.61,Ideal,H,VS1,60.8,56.0,2053,5.51,5.47,3.34
0.41,Ideal,E,VVS2,61.5,55.0,1243,4.83,4.79,2.96
0.4,Very Good,E,VS2,60.4,63.0,791,4.68,4.72,2.84
1.02,Ideal,H,SI1,61.2,56.0,5257,6.49,6.51,3.98
1.08,Premium,D,VS2,61.2,60.0,7683,6.61,6.63,4.05
0.81,Ideal,F,SI2,62.6,55.0,2795,5.92,5.96,3.72
1.0,Very Good,E,VS2,62.1,59.0,6600,6.34,6.38,3.95
0.72,Ideal,E,SI1,62.0,57.0,2626,5.7,5.75,3.55
0.79,Ideal,E,VS2,59.3,57.0,3377,6.02,6.06,3.58
0.6,Premium,F,VVS2,62.4,56.0,2316,5.44,5.39,3.38
0.51,Premium,G,SI1,60.9,58.0,1281,5.21,5.14,3.15
2.0,Fair,H,SI2,67.9,55.0,10913,7.67,7.58,5.18
0.72,Very Good,F,VS1,63.3,57.0,3219,5.68,5.75,3.62
0.31,Premium,D,VS2,62.3,55.0,942,4.35,4.32,2.7
1.11,Ideal,E,VS2,62.2,56.0,7459,6.66,6.59,4.12
0.8,Good,F,VS1,59.0,60.9,3477,6.03,6.04,3.56
0.73,Premium,E,VS1,61.2,58.0,3311,5.83,5.77,3.55
0.7,Very Good,D,VS1,61.5,55.0,3239,5.7,5.74,3.52
0.52,Ideal,E,VS1,60.0,56.0,1883,5.25,5.29,3.16
1.01,Fair,F,VS2,64.5,58.0,5226,6.28,6.18,4.02
1.72,Premium,J,SI1,61.7,58.0,8324,7.71,7.81,4.79
1.01,Premium,G,VS2,62.9,58.0,6108,6.39,6.3,3.99
1.5,Very Good,E,SI1,61.4,59.0,11533,7.24,7.41,4.5
1.99,Premium,G,SI2,59.1,61.0,11486,8.08,8.05,4.77
3.01,Ideal,J,SI2,61.7,58.0,16037,9.25,9.2,5.69
0.6,Premium,G,SI2,60.8,58.0,1433,5.49,5.44,3.32
1.26,Ideal,J,VS2,63.2,57.0,5306,6.86,6.81,4.32
0.31,Premium,D,SI1,60.2,56.0,732,4.4,4.37,2.64
1.24,Premium,F,SI1,61.6,59.0,7162,6.94,6.89,4.26
0.59,Ideal,G,VVS1,61.5,57.0,2322,5.36,5.4,3.31
1.0,Good,H,VVS2,59.5,64.0,4592,6.44,6.41,3.82
1.0,Premium,G,VVS1,61.3,62.0,7644,6.37,6.35,3.9
0.35,Ideal,E,SI1,60.9,55.0,614,4.53,4.57,2.77
0.54,Ideal,G,VVS1,61.8,55.0,2236,5.27,5.24,3.25
0.32,Ideal,I,VS1,62.4,54.0,505,4.36,4.39,2.73
1.24,Premium,G,SI1,58.9,58.0,6145,7.08,6.98,4.14
0.22,Premium,D,VS2,59.3,62.0,404,3.91,3.88,2.31
0.41,Ideal,G,VS2,60.7,56.0,801,4.77,4.82,2.91
0.9,Very Good,G,VS1,62.7,60.0,4540,6.06,6.13,3.82
0.5,Ideal,E,VS2,62.2,55.0,1746,5.09,5.07,3.16
0.31,Ideal,E,VS2,61.0,56.0,680,4.38,4.41,2.68
0.37,Ideal,G,VS1,61.0,55.0,810,4.66,4.68,2.85
2.06,Premium,E,SI2,58.8,58.0,14634,8.42,8.35,4.93
0.56,Fair,E,SI1,64.5,61.0,1358,5.22,5.09,3.33
0.71,Premium,I,SI2,60.3,58.0,1821,5.72,5.78,3.47
0.32,Very Good,D,VVS1,61.9,54.0,983,4.42,4.46,2.75
0.4,Very Good,G,SI2,63.4,59.0,765,4.66,4.64,2.95
2.21,Very Good,I,SI1,62.9,59.0,17784,8.3,8.34,5.23
0.41,Good,J,VS2,63.4,56.0,611,4.7,4.73,2.99
0.7,Premium,D,VVS2,61.5,60.0,3210,5.71,5.64,3.49
0.26,Very Good,F,VVS1,60.6,56.0,657,4.12,4.16,2.51
1.01,Ideal,H,SI1,60.2,56.0,4191,6.47,6.42,3.88
0.5,Very Good,E,VS2,61.3,62.0,1407,5.05,5.1,3.11
0.41,Ideal,E,VS2,61.8,56.0,935,4.74,4.78,2.94
0.9,Good,F,SI1,63.9,59.0,3992,6.09,6.06,3.88
0.77,Very Good,F,SI1,59.6,60.0,3044,5.95,5.97,3.55
2.5,Fair,H,SI2,64.9,58.0,13278,8.46,8.43,5.48
0.51,Premium,G,VS1,62.3,58.0,1656,5.08,5.13,3.18
0.44,Very Good,E,SI1,62.2,60.0,810,4.79,4.86,3.0
0.3,Ideal,G,VS2,62.2,57.0,675,4.32,4.26,2.67
0.41,Ideal,D,SI1,62.3,55.0,791,4.77,4.79,2.98
1.51,Ideal,H,VS2,61.4,58.0,10861,7.36,7.42,4.54
1.54,Ideal,F,VS1,60.5,56.0,17949,7.52,7.49,4.54
0.3,Very Good,H,SI1,58.7,63.0,393,4.32,4.37,2.55
0.3,Ideal,D,VS1,61.8,56.0,848,4.34,4.3,2.67
0.58,Ideal,E,SI1,60.1,55.0,1742,5.42,5.56,3.3
1.06,Ideal,G,VVS2,61.0,57.0,8044,6.57,6.55,4.0
0.51,Ideal,E,VS2,61.5,57.0,1781,5.12,5.09,3.14
0.52,Ideal,D,SI2,61.0,56.0,1158,5.17,5.22,3.17
0.53,Very Good,F,VS2,63.2,58.0,1578,5.13,5.16,3.25
0.3,Very Good,F,SI2,63.4,56.0,506,4.29,4.26,2.71
2.15,Ideal,H,SI2,61.8,57.0,17063,8.24,8.3,5.11
1.6,Ideal,F,SI1,62.2,55.0,12379,7.47,7.5,4.65
0.37,Premium,E,VS2,61.5,58.0,811,4.61,4.66,2.85
1.25,Very Good,G,VS1,62.7,56.0,8580,6.81,6.93,4.31
0.3,Ideal,G,VVS1,61.7,57.0,764,4.32,4.34,2.67
0.31,Premium,D,VS2,60.7,59.0,942,4.38,4.35,2.65
0.3,Ideal,I,VS1,61.6,56.0,608,4.36,4.31,2.67
0.37,Ideal,E,VS2,62.0,57.0,811,4.6,4.63,2.86
0.39,Premium,F,VS2,58.8,59.0,1053,4.83,4.8,2.83
0.44,Premium,F,SI1,60.9,58.0,1023,4.96,4.92,3.01
